,02E,02S,02W,02N,08E,08S,08W,08N,14E,14S,14W,14N,20E,20S,20W,20N
120732,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
120733,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0
120734,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
120735,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
120736,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
120737,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1
120738,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
120739,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1
120740,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
120741,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
120742,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1
120743,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
120744,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
120957,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0
120958,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
120959,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
120960,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
120961,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1
120962,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
120963,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
120964,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
120965,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
120966,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
120967,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
120968,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1
120969,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
120970,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
120971,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
120972,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
120973,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
120974,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
120975,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
120976,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
120977,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
120978,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
120979,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
120980,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0
120981,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1
120982,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
120983,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
120984,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
120985,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1
120986,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
120987,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1
120988,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
120989,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
120990,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
120991,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0
120992,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1
120993,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
120994,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
120995,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
120996,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
120997,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
120998,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
120999,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
121000,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0
121001,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
121002,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
121003,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
121004,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
121005,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
121006,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
121007,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
121008,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
121009,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
121010,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
121011,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
121012,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121013,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
121014,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1
121015,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
121016,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
121017,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
121018,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
121019,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
121020,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
121021,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
121022,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
121023,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121024,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1
121025,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
121026,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
121027,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
121028,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
121029,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
121030,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
121031,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0
121032,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
121033,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
121034,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0
121035,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
121036,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1
121037,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
121038,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
121039,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
121040,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
121041,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
121042,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
121043,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1
121044,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
121045,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
121046,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
121047,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
121048,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
121049,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
121050,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0
121051,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
121052,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0
121053,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121054,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121055,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
121056,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
121057,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
121058,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
121059,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0
121060,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
121061,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
121062,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
121063,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
121064,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
121065,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1
121066,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0
121067,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
121068,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
121069,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
121070,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
121071,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
121072,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
121073,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
121074,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
121075,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
121076,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
121077,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
121078,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
121079,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
121080,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
121081,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0
121082,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
121083,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0
121084,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
121085,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1
121086,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1
121087,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
121088,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
121089,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
121090,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
121091,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
121092,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
121093,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
121094,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
121095,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1
121096,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0
121097,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
121098,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
121099,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
121100,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
121101,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
121102,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
121103,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
121104,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
121105,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
121106,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
121107,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0
121108,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
121109,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
121322,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121323,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0
121324,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1
121325,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
121326,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
121327,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
121328,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
121329,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0
121330,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
121331,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121332,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
121333,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
121334,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
121335,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
121336,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121337,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
121338,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
121339,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
121340,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
121341,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
121342,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1
121343,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
121344,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1
121345,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
121346,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
121347,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
121348,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
121349,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121350,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
121351,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
121352,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
121353,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
121354,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121355,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0
121356,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121357,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
121358,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
121359,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
121360,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
121361,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
121362,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
121363,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
121364,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
121365,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0
121366,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0
121367,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
121368,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
121369,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
121370,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
121371,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121372,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
121373,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
121374,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1
121375,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
121376,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
121377,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
121378,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121379,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121380,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121381,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121382,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
121383,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
121384,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
121385,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121386,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
121387,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
121388,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
121389,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
121390,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1
121391,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
121392,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
121393,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
121394,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
121395,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
121396,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
121397,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
121398,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
121399,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
121400,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
121401,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121402,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
121403,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0
121404,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
121405,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1
121406,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
121407,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
121408,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
121409,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121410,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121411,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
121412,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
121413,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
121414,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
121415,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
121416,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
121417,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
121418,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
121419,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
121420,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121421,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
121422,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
121423,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
121424,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
121425,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
121426,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
121427,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0
121428,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
121429,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121430,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121431,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0
121432,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
121433,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
121434,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
121435,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
121436,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
121437,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
121438,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
121439,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121440,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121441,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121442,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121443,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121444,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121445,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
121446,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
121447,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
121448,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
121449,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
121450,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121451,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121452,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
121453,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
121454,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
121455,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
121456,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0
121457,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
121458,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
121459,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
121460,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
121461,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0
121462,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
121463,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0
121464,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121465,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121466,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121467,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
121468,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121469,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
121470,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
121471,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
121472,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
121473,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121474,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
121688,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
121689,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0
121690,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
121691,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
121692,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
121693,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
121694,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
121695,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
121696,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1
121697,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121698,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121699,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
121700,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
121701,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121702,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
121703,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1
121704,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
121705,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
121706,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
121707,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
121708,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0
121709,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0
121710,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
121711,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121712,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
121713,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
121714,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
121715,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
121716,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
121717,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
121718,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
121719,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
121720,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
121721,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0
121722,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1
121723,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
121724,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
121725,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
121726,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
121727,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121728,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
121729,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
121730,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1
121731,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
121732,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0
121733,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
121734,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121735,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121736,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
121737,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
121738,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0
121739,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
121740,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
121741,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
121742,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
121743,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
121744,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
121745,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
121746,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
121747,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
121748,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
121749,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
121750,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
121751,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0
121752,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121753,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
121754,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
121755,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
121756,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
121757,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
121758,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
121759,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
121760,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1
121761,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
121762,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
121763,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
121764,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
121765,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
121766,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
