,区县id,站名id,年份,月份,日期,日照时数（单位：h),日平均风速(单位：m/s),日降水量（mm）,日最高温度（单位：℃）,日最低温度（单位：℃）,日平均温度（单位：℃）,日相对湿度（单位：%）,日平均气压（单位：hPa）
98769,county88,1,2017,6,1,10.9,2.8,2.8,35.8,25.5,29.7,69.0,961.7
98770,county88,1,2017,6,2,11.0,2.1,2.1,37.3,27.3,31.2,64.0,961.0
98771,county88,1,2017,6,3,11.2,2.3,2.3,39.2,25.5,31.2,65.0,960.2
98772,county88,1,2017,6,4,11.3,3.4,3.4,38.5,27.6,32.5,57.0,959.2
98773,county88,1,2017,6,5,9.8,3.3,3.3,38.1,27.2,31.9,62.0,960.9
98774,county88,1,2017,6,6,4.2,3.2,3.2,34.0,23.8,27.5,79.0,967.0
98775,county88,1,2017,6,7,0.0,1.2,1.2,25.7,22.6,23.5,95.0,970.2
98776,county88,1,2017,6,8,4.1,0.9,0.9,31.2,23.3,25.5,88.0,968.3
98777,county88,1,2017,6,9,5.7,2.1,2.1,32.0,24.0,26.9,80.0,967.2
98778,county88,1,2017,6,10,6.0,2.4,2.4,34.1,24.7,26.9,84.0,967.0
98779,county88,1,2017,6,11,9.2,1.9,1.9,32.9,23.5,27.6,83.0,966.1
98780,county88,1,2017,6,12,5.4,2.0,2.0,32.9,25.2,27.1,86.0,964.9
98781,county88,1,2017,6,13,0.4,0.8,0.8,28.4,24.0,26.0,93.0,965.7
98782,county88,1,2017,6,14,1.7,1.1,1.1,29.5,23.1,24.8,96.0,967.3
98783,county88,1,2017,6,15,4.1,1.6,1.6,32.3,23.5,26.9,89.0,965.9
98784,county88,1,2017,6,16,0.0,1.8,1.8,27.4,23.2,24.8,94.0,965.3
98785,county88,1,2017,6,17,1.4,1.2,1.2,29.3,22.4,24.6,88.0,965.2
98786,county88,1,2017,6,18,1.4,0.2,0.2,28.4,22.9,24.7,86.0,964.6
98787,county88,1,2017,6,19,0.0,1.1,1.1,28.1,23.5,25.2,91.0,964.3
98788,county88,1,2017,6,20,1.9,2.0,2.0,30.4,24.2,26.3,86.0,963.3
98789,county88,1,2017,6,21,6.7,1.8,1.8,32.0,24.2,27.5,85.0,962.9
98790,county88,1,2017,6,22,2.2,1.6,1.6,31.5,24.7,27.1,88.0,964.3
98791,county88,1,2017,6,23,1.1,1.4,1.4,29.1,24.1,25.3,93.0,965.1
98792,county88,1,2017,6,24,8.7,2.9,2.9,33.5,24.5,28.1,81.0,964.3
98793,county88,1,2017,6,25,1.1,1.5,1.5,30.7,25.4,27.5,83.0,965.0
98794,county88,1,2017,6,26,5.4,1.1,1.1,33.7,22.6,26.9,86.0,967.2
98795,county88,1,2017,6,27,4.9,1.5,1.5,31.9,23.0,26.6,86.0,968.1
98796,county88,1,2017,6,28,0.0,1.2,1.2,27.7,21.7,24.9,91.0,969.0
98797,county88,1,2017,6,29,0.8,1.6,1.6,29.5,24.4,26.2,86.0,967.9
98798,county88,1,2017,6,30,3.0,3.9,3.9,29.8,24.1,26.4,84.0,965.7
98799,county88,1,2017,7,1,0.6,2.2,2.2,29.1,24.6,26.3,88.0,963.9
98800,county88,1,2017,7,2,0.0,3.4,3.4,27.2,25.1,26.0,90.0,962.8
98801,county88,1,2017,7,3,0.0,1.4,1.4,27.7,22.4,24.2,93.0,963.8
98802,county88,1,2017,7,4,1.6,3.0,3.0,30.3,23.0,25.2,88.0,964.8
98803,county88,1,2017,7,5,3.2,1.0,1.0,30.7,23.7,25.8,88.0,966.9
98804,county88,1,2017,7,6,6.9,1.2,1.2,32.0,23.4,26.6,87.0,966.5
98805,county88,1,2017,7,7,7.2,1.3,1.3,31.7,23.7,26.0,88.0,965.7
98806,county88,1,2017,7,8,5.0,2.3,2.3,30.9,25.0,26.9,82.0,966.4
98807,county88,1,2017,7,9,1.5,3.0,3.0,29.7,24.9,26.6,85.0,966.5
98808,county88,1,2017,7,10,0.0,3.1,3.1,29.5,23.6,25.3,92.0,965.6
98809,county88,1,2017,7,11,3.6,2.2,2.2,29.6,23.4,25.4,90.0,967.1
98810,county88,1,2017,7,12,4.7,0.9,0.9,32.1,23.6,25.5,92.0,969.8
98811,county88,1,2017,7,13,4.1,0.8,0.8,31.6,23.5,25.2,92.0,968.6
98812,county88,1,2017,7,14,6.3,0.6,0.6,31.5,23.1,25.9,87.0,967.2
98813,county88,1,2017,7,15,4.1,1.0,1.0,31.8,23.7,26.4,87.0,966.5
98814,county88,1,2017,7,16,2.5,1.5,1.5,29.4,23.6,25.7,88.0,966.1
98815,county88,1,2017,7,17,2.1,1.3,1.3,29.3,24.2,25.5,89.0,967.0
98816,county88,1,2017,7,18,3.7,1.2,1.2,30.8,24.0,26.5,87.0,968.4
98817,county88,1,2017,7,19,4.0,1.4,1.4,30.0,23.5,25.5,91.0,967.2
98818,county88,1,2017,7,20,0.5,1.8,1.8,27.8,23.7,24.4,94.0,966.9
98819,county88,1,2017,7,21,0.3,0.8,0.8,28.7,23.4,25.0,94.0,969.4
98820,county88,1,2017,7,22,5.1,1.5,1.5,31.7,23.1,25.8,87.0,970.4
98821,county88,1,2017,7,23,10.0,1.7,1.7,34.9,23.1,27.1,83.0,967.7
98822,county88,1,2017,7,24,7.7,0.7,0.7,32.5,23.7,26.8,86.0,965.3
98823,county88,1,2017,7,25,5.7,1.1,1.1,31.9,24.2,26.9,84.0,965.3
98824,county88,1,2017,7,26,10.0,1.4,1.4,33.9,24.2,27.6,81.0,965.2
98825,county88,1,2017,7,27,10.7,1.6,1.6,34.3,23.2,27.9,77.0,965.0
98826,county88,1,2017,7,28,7.3,1.6,1.6,32.9,24.3,27.5,82.0,966.2
98827,county88,1,2017,7,29,11.2,1.2,1.2,36.0,23.4,28.3,75.0,964.6
98828,county88,1,2017,7,30,10.6,2.3,2.3,38.0,26.5,30.7,72.0,961.3
98829,county88,1,2017,7,31,8.8,1.9,1.9,36.5,23.3,28.7,79.0,960.7
99042,county88,1,2018,3,1,0.4,2.7,2.7,24.2,19.2,20.9,87.0,970.0
99043,county88,1,2018,3,2,6.0,3.1,3.1,27.4,19.4,22.5,81.0,968.4
99044,county88,1,2018,3,3,5.0,3.6,3.6,29.1,21.7,24.1,80.0,966.9
99045,county88,1,2018,3,4,7.9,4.6,4.6,31.3,21.8,25.0,76.0,966.4
99046,county88,1,2018,3,5,9.2,2.8,2.8,32.1,21.2,24.9,77.0,969.2
99047,county88,1,2018,3,6,3.4,1.6,1.6,28.7,20.7,23.9,78.0,972.5
99048,county88,1,2018,3,7,1.0,1.5,1.5,27.1,17.7,22.0,83.0,973.9
99049,county88,1,2018,3,8,3.6,2.4,2.4,18.4,11.5,13.9,82.0,981.1
99050,county88,1,2018,3,9,10.2,1.5,1.5,22.3,9.2,14.5,62.0,982.1
99051,county88,1,2018,3,10,9.2,2.0,2.0,23.5,8.0,15.0,59.0,979.3
99052,county88,1,2018,3,11,3.8,1.4,1.4,21.2,11.9,16.5,67.0,978.2
99053,county88,1,2018,3,12,0.0,1.3,1.3,19.7,16.2,17.4,86.0,976.9
99054,county88,1,2018,3,13,0.0,1.2,1.2,21.3,16.8,18.2,89.0,973.9
99055,county88,1,2018,3,14,0.0,1.0,1.0,21.9,16.6,19.4,86.0,972.1
99056,county88,1,2018,3,15,4.4,3.0,3.0,26.0,18.1,21.3,81.0,971.6
99057,county88,1,2018,3,16,0.7,1.7,1.7,23.2,17.5,20.1,92.0,972.7
99058,county88,1,2018,3,17,0.9,2.9,2.9,25.7,19.4,21.9,87.0,972.2
99059,county88,1,2018,3,18,0.9,2.9,2.9,22.9,18.3,20.6,92.0,972.3
99060,county88,1,2018,3,19,5.3,2.3,2.3,26.7,20.4,22.3,86.0,970.0
99061,county88,1,2018,3,20,10.5,1.7,1.7,25.4,14.5,18.9,70.0,974.9
99062,county88,1,2018,3,21,5.8,0.7,0.7,21.1,12.7,16.1,67.0,977.6
99063,county88,1,2018,3,22,7.4,1.2,1.2,23.9,13.5,17.1,64.0,976.2
99064,county88,1,2018,3,23,5.1,1.4,1.4,25.2,13.2,18.4,70.0,976.1
99065,county88,1,2018,3,24,1.8,2.2,2.2,23.0,16.6,19.1,75.0,975.8
99066,county88,1,2018,3,25,0.0,1.4,1.4,23.4,18.7,19.9,82.0,977.1
99067,county88,1,2018,3,26,0.0,0.7,0.7,25.4,18.4,20.4,87.0,978.0
99068,county88,1,2018,3,27,2.6,0.7,0.7,24.7,18.6,20.8,85.0,975.8
99069,county88,1,2018,3,28,0.0,1.0,1.0,22.3,16.7,19.7,84.0,972.7
99070,county88,1,2018,3,29,5.5,3.0,3.0,27.4,18.0,21.7,81.0,971.9
99071,county88,1,2018,3,30,7.1,1.7,1.7,28.1,18.4,22.3,81.0,973.5
99072,county88,1,2018,3,31,3.7,1.2,1.2,27.3,17.9,22.1,81.0,974.2
99073,county88,1,2018,4,1,4.3,1.3,1.3,27.7,17.7,21.7,78.0,973.7
99074,county88,1,2018,4,2,7.8,2.0,2.0,30.1,17.8,22.8,76.0,972.5
99075,county88,1,2018,4,3,5.1,2.6,2.6,28.9,18.6,23.0,73.0,971.7
99076,county88,1,2018,4,4,3.3,2.1,2.1,26.9,18.1,21.8,78.0,971.2
99077,county88,1,2018,4,5,0.0,3.2,3.2,25.2,20.6,22.6,78.0,969.5
99078,county88,1,2018,4,6,0.0,1.0,1.0,23.2,13.8,16.9,87.0,977.1
99079,county88,1,2018,4,7,2.6,2.2,2.2,21.1,13.7,16.1,52.0,984.9
99080,county88,1,2018,4,8,10.7,2.0,2.0,25.0,9.6,16.9,61.0,980.0
99081,county88,1,2018,4,9,10.5,2.2,2.2,26.2,13.2,19.3,62.0,975.3
99082,county88,1,2018,4,10,0.0,2.4,2.4,22.3,17.6,20.2,78.0,972.1
99083,county88,1,2018,4,11,0.0,2.7,2.7,24.6,20.1,22.1,85.0,969.6
99084,county88,1,2018,4,12,0.0,3.3,3.3,27.6,22.4,24.3,82.0,967.1
99085,county88,1,2018,4,13,1.8,3.2,3.2,30.1,23.3,25.8,79.0,967.7
99086,county88,1,2018,4,14,0.3,2.8,2.8,28.3,23.5,24.7,82.0,969.1
99087,county88,1,2018,4,15,0.8,1.6,1.6,24.6,15.4,17.2,88.0,975.5
99088,county88,1,2018,4,16,3.5,1.0,1.0,24.4,14.9,17.9,85.0,976.8
99089,county88,1,2018,4,17,7.3,1.3,1.3,25.1,15.1,18.5,82.0,976.6
99090,county88,1,2018,4,18,7.3,1.2,1.2,27.5,14.9,19.3,79.0,974.7
99091,county88,1,2018,4,19,0.4,1.0,1.0,24.3,18.0,20.8,86.0,972.0
99092,county88,1,2018,4,20,0.7,3.0,3.0,26.4,21.1,23.4,83.0,970.1
99093,county88,1,2018,4,21,4.6,4.1,4.1,28.5,22.5,24.7,81.0,969.0
99094,county88,1,2018,4,22,0.9,2.8,2.8,27.8,22.1,24.7,84.0,968.0
99095,county88,1,2018,4,23,6.2,3.0,3.0,30.8,23.3,26.0,82.0,966.2
99096,county88,1,2018,4,24,0.2,1.7,1.7,29.3,23.3,24.8,88.0,968.9
99097,county88,1,2018,4,25,0.0,0.8,0.8,24.7,19.7,20.5,94.0,971.4
99098,county88,1,2018,4,26,0.0,0.7,0.7,21.4,18.8,19.7,96.0,972.8
99099,county88,1,2018,4,27,1.3,1.0,1.0,25.8,19.0,21.4,87.0,975.6
99100,county88,1,2018,4,28,0.0,0.6,0.6,24.0,20.7,22.1,91.0,974.4
99101,county88,1,2018,4,29,0.0,0.6,0.6,24.5,21.1,22.3,96.0,971.8
99102,county88,1,2018,4,30,5.7,2.9,2.9,29.1,21.7,24.5,86.0,970.7
99103,county88,1,2018,5,1,7.1,2.5,2.5,31.0,22.5,26.2,80.0,971.0
99104,county88,1,2018,5,2,0.0,2.2,2.2,28.5,23.0,25.0,86.0,972.3
99105,county88,1,2018,5,3,2.1,1.2,1.2,28.3,20.2,23.9,86.0,974.6
99106,county88,1,2018,5,4,4.7,0.7,0.7,30.9,22.5,25.3,83.0,972.7
99107,county88,1,2018,5,5,3.1,4.1,4.1,29.4,23.0,25.4,82.0,972.0
99108,county88,1,2018,5,6,7.6,2.8,2.8,32.1,23.0,26.3,81.0,969.0
99109,county88,1,2018,5,7,10.5,3.2,3.2,34.4,24.9,28.5,70.0,964.9
99110,county88,1,2018,5,8,0.5,0.6,0.6,29.3,23.8,25.4,83.0,966.7
99111,county88,1,2018,5,9,1.2,1.3,1.3,29.5,23.0,25.6,87.0,969.3
99112,county88,1,2018,5,10,2.4,1.8,1.8,29.9,22.1,25.3,83.0,971.1
99113,county88,1,2018,5,11,1.6,3.9,3.9,29.5,23.8,25.9,84.0,970.3
99114,county88,1,2018,5,12,0.9,1.9,1.9,30.1,22.9,25.8,80.0,970.5
99115,county88,1,2018,5,13,6.0,1.7,1.7,31.5,21.9,26.2,82.0,970.6
99116,county88,1,2018,5,14,9.8,3.7,3.7,31.8,23.6,27.0,78.0,968.9
99117,county88,1,2018,5,15,10.3,4.8,4.8,32.5,22.3,27.3,73.0,965.9
99118,county88,1,2018,5,16,9.5,3.5,3.5,33.5,24.7,28.2,74.0,965.4
99119,county88,1,2018,5,17,10.4,3.7,3.7,34.1,24.9,28.5,74.0,965.5
99120,county88,1,2018,5,18,9.4,2.6,2.6,34.4,24.9,29.0,70.0,965.5
99121,county88,1,2018,5,19,10.9,2.8,2.8,34.1,22.6,28.1,67.0,966.2
99122,county88,1,2018,5,20,6.9,3.3,3.3,33.3,24.4,28.0,74.0,967.2
99123,county88,1,2018,5,21,7.6,2.7,2.7,32.9,23.2,27.9,74.0,968.6
99124,county88,1,2018,5,22,11.2,2.6,2.6,34.2,23.8,28.2,70.0,969.9
99125,county88,1,2018,5,23,9.5,2.0,2.0,34.2,23.9,28.5,69.0,970.1
99126,county88,1,2018,5,24,10.8,3.5,3.5,34.1,24.0,28.4,72.0,967.8
99127,county88,1,2018,5,25,11.1,4.0,4.0,34.5,25.3,28.9,68.0,965.7
99128,county88,1,2018,5,26,9.9,3.1,3.1,35.7,24.6,29.5,70.0,965.7
99129,county88,1,2018,5,27,3.6,1.8,1.8,32.5,22.6,26.9,79.0,969.0
99130,county88,1,2018,5,28,1.9,0.2,0.2,27.4,21.3,22.8,90.0,971.1
99131,county88,1,2018,5,29,4.3,1.1,1.1,31.3,23.1,26.3,83.0,969.8
99132,county88,1,2018,5,30,8.6,3.0,3.0,33.4,24.7,28.3,76.0,969.3
99133,county88,1,2018,5,31,3.6,2.1,2.1,32.8,25.1,27.5,80.0,969.9
99134,county88,1,2018,6,1,0.9,1.4,1.4,31.5,22.3,24.6,91.0,969.9
99135,county88,1,2018,6,2,3.9,0.8,0.8,32.3,22.7,25.3,89.0,970.2
99136,county88,1,2018,6,3,5.6,1.0,1.0,33.1,23.4,25.9,89.0,968.1
99137,county88,1,2018,6,4,5.3,1.1,1.1,33.0,22.8,25.8,87.0,967.6
99138,county88,1,2018,6,5,3.8,1.7,1.7,29.7,21.8,24.4,85.0,968.8
99139,county88,1,2018,6,6,10.8,1.1,1.1,33.9,21.9,26.8,77.0,966.4
99140,county88,1,2018,6,7,8.3,1.5,1.5,34.9,23.3,27.6,70.0,964.9
99141,county88,1,2018,6,8,11.5,1.1,1.1,35.7,24.6,29.2,68.0,963.0
99142,county88,1,2018,6,9,8.0,0.8,0.8,34.4,23.9,28.5,74.0,962.6
99143,county88,1,2018,6,10,4.5,1.3,1.3,33.3,24.4,26.6,84.0,963.4
99144,county88,1,2018,6,11,7.0,1.8,1.8,32.6,23.8,27.0,86.0,962.8
99145,county88,1,2018,6,12,0.6,2.7,2.7,32.2,26.3,28.7,73.0,960.9
99146,county88,1,2018,6,13,6.3,2.5,2.5,34.0,26.3,29.7,66.0,959.9
99147,county88,1,2018,6,14,0.9,1.9,1.9,30.2,23.1,25.6,88.0,961.8
99148,county88,1,2018,6,15,1.6,1.1,1.1,30.2,22.2,25.3,88.0,963.1
99149,county88,1,2018,6,16,3.7,1.0,1.0,31.3,22.6,25.6,87.0,964.2
99150,county88,1,2018,6,17,3.3,1.4,1.4,32.1,23.8,26.5,84.0,963.4
99151,county88,1,2018,6,18,4.2,2.2,2.2,33.4,23.9,27.6,80.0,961.9
99152,county88,1,2018,6,19,7.6,1.8,1.8,33.3,24.7,28.5,79.0,962.5
99153,county88,1,2018,6,20,7.2,2.1,2.1,34.3,25.2,29.8,73.0,963.9
99154,county88,1,2018,6,21,8.3,2.7,2.7,32.8,24.3,28.7,76.0,963.9
99155,county88,1,2018,6,22,8.4,3.0,3.0,33.9,25.8,29.5,74.0,962.8
99156,county88,1,2018,6,23,1.3,1.9,1.9,32.7,24.4,27.9,81.0,962.4
99157,county88,1,2018,6,24,1.8,2.3,2.3,30.9,24.2,26.7,87.0,962.9
99158,county88,1,2018,6,25,2.9,2.5,2.5,30.5,24.0,26.4,86.0,964.5
99159,county88,1,2018,6,26,0.0,1.7,1.7,27.9,22.8,25.0,91.0,967.4
99160,county88,1,2018,6,27,3.2,2.3,2.3,27.3,23.4,24.5,89.0,969.2
99161,county88,1,2018,6,28,9.9,2.3,2.3,32.1,21.6,26.2,79.0,967.3
99162,county88,1,2018,6,29,8.1,2.7,2.7,34.0,24.4,28.3,75.0,963.3
99163,county88,1,2018,6,30,6.4,2.0,2.0,34.6,24.3,28.8,76.0,961.9
99164,county88,1,2018,7,1,6.4,1.2,1.2,34.1,24.2,27.4,83.0,962.0
99165,county88,1,2018,7,2,10.4,2.5,2.5,34.7,24.2,29.7,71.0,960.2
99166,county88,1,2018,7,3,11.3,2.9,2.9,35.8,26.1,30.8,67.0,959.0
99167,county88,1,2018,7,4,11.4,2.8,2.8,36.2,26.8,31.1,66.0,958.5
99168,county88,1,2018,7,5,8.5,2.1,2.1,36.6,26.1,31.2,67.0,959.0
99169,county88,1,2018,7,6,6.2,1.5,1.5,35.5,26.4,29.7,76.0,960.1
99170,county88,1,2018,7,7,2.8,1.0,1.0,32.9,24.6,26.5,86.0,961.9
99171,county88,1,2018,7,8,3.2,0.9,0.9,31.8,24.0,26.7,86.0,963.0
99172,county88,1,2018,7,9,5.1,1.0,1.0,32.7,24.9,26.9,86.0,965.1
99173,county88,1,2018,7,10,6.3,1.1,1.1,33.0,24.1,27.1,85.0,965.7
99174,county88,1,2018,7,11,10.2,0.5,0.5,34.7,23.3,28.1,78.0,963.9
99175,county88,1,2018,7,12,8.9,0.8,0.8,35.8,23.5,28.9,70.0,962.6
99176,county88,1,2018,7,13,8.4,1.0,1.0,33.7,24.2,28.3,75.0,962.9
99177,county88,1,2018,7,14,4.6,0.9,0.9,30.3,24.3,25.9,88.0,963.1
99178,county88,1,2018,7,15,0.0,1.8,1.8,28.2,23.5,24.9,93.0,963.5
99179,county88,1,2018,7,16,0.0,1.1,1.1,27.7,24.2,25.5,89.0,963.8
99180,county88,1,2018,7,17,2.9,1.0,1.0,30.4,24.1,25.9,87.0,964.2
99181,county88,1,2018,7,18,1.7,1.9,1.9,29.4,23.2,25.0,95.0,963.2
99182,county88,1,2018,7,19,0.0,1.1,1.1,26.1,24.0,24.8,95.0,964.2
99183,county88,1,2018,7,20,0.6,0.5,0.5,29.0,24.0,25.4,93.0,964.1
99184,county88,1,2018,7,21,0.4,1.0,1.0,27.9,23.5,24.7,95.0,962.5
99185,county88,1,2018,7,22,8.6,1.7,1.7,32.5,23.4,26.3,86.0,961.8
99186,county88,1,2018,7,23,9.6,1.8,1.8,33.9,22.7,27.0,83.0,960.8
99187,county88,1,2018,7,24,0.0,0.4,0.4,28.7,23.7,25.9,90.0,961.4
99188,county88,1,2018,7,25,1.9,2.2,2.2,30.8,24.4,26.4,87.0,962.7
99189,county88,1,2018,7,26,4.3,0.4,0.4,30.3,24.1,25.7,93.0,965.1
99190,county88,1,2018,7,27,3.2,0.8,0.8,29.5,23.3,25.3,91.0,964.9
99191,county88,1,2018,7,28,1.0,0.7,0.7,28.2,23.6,24.6,94.0,965.0
99192,county88,1,2018,7,29,2.1,1.2,1.2,29.8,23.3,25.4,90.0,964.4
99193,county88,1,2018,7,30,2.9,0.4,0.4,30.6,23.5,25.4,92.0,964.1
99194,county88,1,2018,7,31,3.1,0.3,0.3,30.5,23.8,24.7,96.0,964.4
99407,county86,1,2015,3,1,0.2,2.1,2.1,27.9,13.8,17.4,62.0,990.4
99408,county86,1,2015,3,2,0.0,1.7,1.7,17.8,13.0,14.9,74.0,984.1
99409,county86,1,2015,3,3,1.5,2.1,2.1,22.1,15.0,18.1,66.0,981.8
99410,county86,1,2015,3,4,0.0,1.9,1.9,19.1,15.2,16.4,65.0,983.2
99411,county86,1,2015,3,5,0.0,1.3,1.3,16.1,13.5,14.4,90.0,983.7
99412,county86,1,2015,3,6,0.0,1.4,1.4,14.6,12.2,13.2,87.0,986.7
99413,county86,1,2015,3,7,0.0,1.2,1.2,13.1,11.2,12.2,90.0,986.8
99414,county86,1,2015,3,8,0.0,0.8,0.8,18.1,12.4,15.0,93.0,985.4
99415,county86,1,2015,3,9,0.0,0.6,0.6,17.5,15.1,16.1,92.0,988.2
99416,county86,1,2015,3,10,0.0,0.8,0.8,16.4,13.8,14.8,91.0,989.9
99417,county86,1,2015,3,11,0.0,0.7,0.7,14.7,13.1,13.7,92.0,991.2
99418,county86,1,2015,3,12,0.0,1.1,1.1,16.6,12.6,14.2,81.0,990.5
99419,county86,1,2015,3,13,0.0,0.9,0.9,16.6,13.2,14.8,92.0,985.6
99420,county86,1,2015,3,14,0.0,0.5,0.5,18.4,15.5,16.8,95.0,984.5
99421,county86,1,2015,3,15,1.5,0.8,0.8,27.6,18.1,20.8,92.0,982.0
99422,county86,1,2015,3,16,3.4,1.8,1.8,30.1,22.0,24.8,77.0,980.8
99423,county86,1,2015,3,17,8.9,1.9,1.9,33.0,23.3,26.9,67.0,976.6
99424,county86,1,2015,3,18,8.6,0.9,0.9,35.2,24.0,27.8,62.0,975.7
99425,county86,1,2015,3,19,5.4,1.5,1.5,33.0,24.1,27.3,69.0,978.7
99426,county86,1,2015,3,20,0.1,1.5,1.5,29.2,24.3,25.8,74.0,982.6
99427,county86,1,2015,3,21,0.0,1.6,1.6,25.8,20.9,23.0,72.0,987.5
99428,county86,1,2015,3,22,0.0,0.7,0.7,24.6,19.3,21.2,75.0,986.3
99429,county86,1,2015,3,23,0.0,1.4,1.4,24.0,18.9,21.0,81.0,986.9
99430,county86,1,2015,3,24,0.0,1.3,1.3,20.4,17.2,17.8,85.0,991.8
99431,county86,1,2015,3,25,0.0,1.1,1.1,19.1,16.3,17.2,86.0,993.2
99432,county86,1,2015,3,26,0.0,0.8,0.8,20.9,16.7,18.6,85.0,992.9
99433,county86,1,2015,3,27,0.0,0.5,0.5,20.6,18.5,19.4,90.0,991.5
99434,county86,1,2015,3,28,0.0,0.7,0.7,25.2,19.2,21.1,85.0,987.1
99435,county86,1,2015,3,29,0.5,1.3,1.3,27.1,20.3,22.5,81.0,983.4
99436,county86,1,2015,3,30,4.3,1.1,1.1,29.7,22.4,25.2,71.0,981.2
99437,county86,1,2015,3,31,4.2,1.4,1.4,31.3,23.1,26.6,67.0,979.0
99438,county86,1,2015,4,1,5.8,1.5,1.5,31.6,24.6,27.8,63.0,976.8
99439,county86,1,2015,4,2,7.4,1.8,1.8,34.7,25.7,29.2,54.0,973.4
99440,county86,1,2015,4,3,6.6,1.1,1.1,34.9,24.0,29.6,52.0,971.5
99441,county86,1,2015,4,4,10.2,1.6,1.6,35.9,24.3,29.8,49.0,973.0
99442,county86,1,2015,4,5,7.3,1.9,1.9,34.7,26.3,29.3,59.0,977.0
99443,county86,1,2015,4,6,0.9,1.7,1.7,30.8,25.8,27.9,63.0,979.7
99444,county86,1,2015,4,7,0.0,1.8,1.8,27.9,18.1,22.4,79.0,984.7
99445,county86,1,2015,4,8,0.0,1.5,1.5,18.6,16.2,17.2,68.0,989.5
99446,county86,1,2015,4,9,0.0,1.1,1.1,17.0,13.8,14.4,88.0,988.3
99447,county86,1,2015,4,10,0.6,1.0,1.0,20.5,14.1,16.3,82.0,989.3
99448,county86,1,2015,4,11,5.4,1.2,1.2,24.9,15.6,19.2,66.0,989.2
99449,county86,1,2015,4,12,7.9,0.9,0.9,28.3,17.7,22.0,51.0,991.4
99450,county86,1,2015,4,13,11.0,1.2,1.2,31.5,14.6,22.4,48.0,990.1
99451,county86,1,2015,4,14,10.5,1.2,1.2,31.4,16.0,23.6,45.0,986.8
99452,county86,1,2015,4,15,10.6,1.2,1.2,30.7,19.0,24.7,44.0,983.4
99453,county86,1,2015,4,16,10.6,1.5,1.5,32.5,18.9,25.6,60.0,983.3
99454,county86,1,2015,4,17,0.5,0.9,0.9,28.2,22.2,23.8,71.0,978.4
99455,county86,1,2015,4,18,5.5,1.3,1.3,34.7,23.4,28.0,67.0,974.8
99456,county86,1,2015,4,19,9.9,1.3,1.3,38.4,26.0,31.5,55.0,974.5
99457,county86,1,2015,4,20,2.0,2.1,2.1,34.5,25.1,28.3,50.0,977.8
99458,county86,1,2015,4,21,6.2,2.0,2.0,30.1,20.2,24.8,47.0,983.3
99459,county86,1,2015,4,22,0.4,1.2,1.2,26.5,17.9,21.7,65.0,986.5
99460,county86,1,2015,4,23,0.0,1.1,1.1,20.7,18.7,19.4,73.0,988.8
99461,county86,1,2015,4,24,0.1,1.1,1.1,22.9,18.4,20.5,74.0,989.1
99462,county86,1,2015,4,25,3.9,0.8,0.8,29.0,20.0,23.8,61.0,987.9
99463,county86,1,2015,4,26,6.0,1.1,1.1,30.9,19.4,24.9,61.0,985.9
99464,county86,1,2015,4,27,6.5,1.2,1.2,31.2,22.2,26.4,65.0,982.7
99465,county86,1,2015,4,28,4.6,1.3,1.3,33.6,23.9,27.8,60.0,980.3
99466,county86,1,2015,4,29,3.9,1.9,1.9,33.4,24.2,27.7,67.0,980.0
99467,county86,1,2015,4,30,5.7,1.4,1.4,33.7,24.6,28.5,66.0,978.9
99468,county86,1,2015,5,1,8.7,1.2,1.2,35.3,24.9,29.2,60.0,975.8
99469,county86,1,2015,5,2,9.1,1.8,1.8,36.8,26.2,31.0,57.0,975.9
99470,county86,1,2015,5,3,8.9,1.9,1.9,36.2,26.7,30.6,63.0,976.6
99471,county86,1,2015,5,4,3.2,1.7,1.7,34.5,26.5,29.4,67.0,978.4
99472,county86,1,2015,5,5,0.5,1.3,1.3,28.9,22.3,25.4,71.0,977.8
99473,county86,1,2015,5,6,8.0,1.5,1.5,35.3,24.9,28.9,69.0,975.3
99474,county86,1,2015,5,7,6.0,1.7,1.7,34.9,25.9,29.3,69.0,976.5
99475,county86,1,2015,5,8,5.7,1.7,1.7,36.9,24.1,29.3,68.0,975.5
99476,county86,1,2015,5,9,2.1,1.3,1.3,29.3,23.2,25.0,83.0,978.2
99477,county86,1,2015,5,10,6.5,1.0,1.0,31.1,22.5,26.3,75.0,977.3
99478,county86,1,2015,5,11,5.5,0.9,0.9,34.0,24.4,27.6,75.0,978.9
99479,county86,1,2015,5,12,4.7,1.5,1.5,29.9,22.4,25.9,63.0,982.2
99480,county86,1,2015,5,13,1.3,1.4,1.4,29.7,23.8,26.0,75.0,979.1
99481,county86,1,2015,5,14,6.9,1.8,1.8,34.9,26.6,29.8,66.0,977.4
99482,county86,1,2015,5,15,4.6,1.6,1.6,34.7,27.0,29.8,68.0,977.4
99483,county86,1,2015,5,16,4.6,1.3,1.3,31.3,23.4,26.3,76.0,978.6
99484,county86,1,2015,5,17,3.6,1.0,1.0,31.2,23.3,26.7,77.0,976.3
99485,county86,1,2015,5,18,6.2,1.3,1.3,34.8,26.8,29.9,70.0,974.5
99486,county86,1,2015,5,19,8.2,1.5,1.5,34.4,25.6,28.8,75.0,974.6
99487,county86,1,2015,5,20,1.9,0.7,0.7,31.1,24.9,25.7,87.0,975.2
